image_path,class_name,width,height,mode,file_size_kb,split
Bargur Cow/49.jpg,Bargur Cow,256,256,RGB,51.2,train
Hallikar Cow/150.jpg,Hallikar Cow,256,256,RGB,28.4,train
Tharparkar Cow/164.jpg,Tharparkar Cow,256,256,RGB,34.5,train
Dangi Cow/33.jpg,Dangi Cow,256,256,RGB,46.8,train
Rathi Cow/144.jpg,Rathi Cow,256,256,RGB,31.8,train
Tharparkar Cow/218.jpg,Tharparkar Cow,256,256,RGB,30.9,train
Kangayam Cow/107.jpg,Kangayam Cow,256,256,RGB,39.6,train
Kangayam Cow/43.jpg,Kangayam Cow,256,256,RGB,34.4,train
Deoni Cow/81.jpg,Deoni Cow,256,256,RGB,13.9,train
Nagpuri Buffalo/24.jpg,Nagpuri Buffalo,256,256,RGB,27.0,train
Dangi Cow/68.jpg,Dangi Cow,256,256,RGB,33.8,train
Rathi Cow/120.jpg,Rathi Cow,256,256,RGB,23.0,train
Nili ravi Buffalo/30.jpg,Nili ravi Buffalo,256,256,RGB,39.3,train
Kasaragod Cow/59.jpg,Kasaragod Cow,256,256,RGB,28.2,train
Alambadi Cow/37.jpg,Alambadi Cow,256,256,RGB,44.8,train
Dangi Cow/49.jpg,Dangi Cow,256,256,RGB,40.6,train
Sahiwal Cow/147.jpg,Sahiwal Cow,256,256,RGB,33.0,train
Pulikulam Cow/125.jpg,Pulikulam Cow,256,256,RGB,37.1,train
Bargur Cow/55.jpg,Bargur Cow,256,256,RGB,39.9,train
Kangayam Cow/39.jpg,Kangayam Cow,256,256,RGB,33.4,train
Sahiwal Cow/103.jpg,Sahiwal Cow,256,256,RGB,29.9,train
Shurti Buffalo/48.jpg,Shurti Buffalo,256,256,RGB,19.8,train
Dangi Cow/75.jpg,Dangi Cow,256,256,RGB,36.5,train
Deoni Cow/94.jpg,Deoni Cow,256,256,RGB,26.7,train
Tharparkar Cow/98.jpg,Tharparkar Cow,256,256,RGB,23.1,train
Tharparkar Cow/184.jpg,Tharparkar Cow,256,256,RGB,25.7,train
Sahiwal Cow/13.jpg,Sahiwal Cow,256,256,RGB,34.5,train
Nili ravi Buffalo/17.jpg,Nili ravi Buffalo,256,256,RGB,26.4,train
Kangayam Cow/82.jpg,Kangayam Cow,256,256,RGB,41.8,train
Kenkatha Cow/52.jpg,Kenkatha Cow,256,256,RGB,40.8,train
Sahiwal Cow/115.jpg,Sahiwal Cow,256,256,RGB,24.7,train
Pulikulam Cow/53.jpg,Pulikulam Cow,256,256,RGB,36.2,train
Kenkatha Cow/34.jpg,Kenkatha Cow,256,256,RGB,15.2,train
Malnad gidda Cow/1.jpg,Malnad gidda Cow,256,256,RGB,32.9,train
Umblachery Cow/61.jpg,Umblachery Cow,256,256,RGB,31.0,train
Mehsana Buffalo/51.jpg,Mehsana Buffalo,256,256,RGB,28.3,train
Sahiwal Cow/211.jpg,Sahiwal Cow,256,256,RGB,47.6,train
Amritmahal Cow/35.jpg,Amritmahal Cow,256,256,RGB,25.4,train
Rathi Cow/14.jpg,Rathi Cow,256,256,RGB,39.3,train
Dangi Cow/13.jpg,Dangi Cow,256,256,RGB,29.7,train
Kherigarh Cow/9.jpg,Kherigarh Cow,256,256,RGB,21.5,train
Pulikulam Cow/20.jpg,Pulikulam Cow,256,256,RGB,36.6,train
Nimari Cow/87.jpg,Nimari Cow,256,256,RGB,41.3,train
Nagpuri Buffalo/32.jpg,Nagpuri Buffalo,256,256,RGB,24.3,train
Hallikar Cow/54.jpg,Hallikar Cow,256,256,RGB,38.0,train
Gir Cow/85.jpg,Gir Cow,256,256,RGB,36.4,train
Umblachery Cow/76.jpg,Umblachery Cow,256,256,RGB,18.9,train
Bargur Cow/14.jpg,Bargur Cow,256,256,RGB,35.0,train
Tharparkar Cow/12.jpg,Tharparkar Cow,256,256,RGB,18.5,train
Amritmahal Cow/92.jpg,Amritmahal Cow,256,256,RGB,38.0,train
Mehsana Buffalo/48.jpg,Mehsana Buffalo,256,256,RGB,22.0,train
Tharparkar Cow/49.jpg,Tharparkar Cow,256,256,RGB,30.7,train
Mehsana Buffalo/75.jpg,Mehsana Buffalo,256,256,RGB,32.5,train
Amritmahal Cow/72.jpg,Amritmahal Cow,256,256,RGB,35.3,train
Kankrej Cow/114.jpg,Kankrej Cow,256,256,RGB,26.3,train
Nagpuri Buffalo/156.jpg,Nagpuri Buffalo,256,256,RGB,22.7,train
Gir Cow/2.jpg,Gir Cow,256,256,RGB,36.3,train
Umblachery Cow/27.jpg,Umblachery Cow,256,256,RGB,42.7,train
Dangi Cow/1.jpg,Dangi Cow,256,256,RGB,40.5,train
Nagpuri Buffalo/75.jpg,Nagpuri Buffalo,256,256,RGB,40.6,train
Sahiwal Cow/127.jpg,Sahiwal Cow,256,256,RGB,28.9,train
Sahiwal Cow/77.jpg,Sahiwal Cow,256,256,RGB,21.7,train
Kangayam Cow/11.jpg,Kangayam Cow,256,256,RGB,38.3,train
Kankrej Cow/105.jpg,Kankrej Cow,256,256,RGB,17.0,train
Hallikar Cow/20.jpg,Hallikar Cow,256,256,RGB,35.7,train
Kankrej Cow/167.jpg,Kankrej Cow,256,256,RGB,36.9,train
Nimari Cow/71.jpg,Nimari Cow,256,256,RGB,33.8,train
Gir Cow/136.jpg,Gir Cow,256,256,RGB,30.9,train
Umblachery Cow/4.jpg,Umblachery Cow,256,256,RGB,30.9,train
Mehsana Buffalo/84.jpg,Mehsana Buffalo,256,256,RGB,20.3,train
Gir Cow/39.jpg,Gir Cow,256,256,RGB,38.8,train
Nagori Cow/85.jpg,Nagori Cow,256,256,RGB,37.8,train
Sahiwal Cow/123.jpg,Sahiwal Cow,256,256,RGB,33.1,train
Nagori Cow/45.jpg,Nagori Cow,256,256,RGB,35.6,train
Mehsana Buffalo/32.jpg,Mehsana Buffalo,256,256,RGB,37.1,train
Jaffrabadi Buffalo/31.jpg,Jaffrabadi Buffalo,256,256,RGB,24.3,train
Sahiwal Cow/37.jpg,Sahiwal Cow,256,256,RGB,31.8,train
Nagpuri Buffalo/197.jpg,Nagpuri Buffalo,256,256,RGB,16.7,train
Hallikar Cow/154.jpg,Hallikar Cow,256,256,RGB,46.6,train
Hallikar Cow/21.jpg,Hallikar Cow,256,256,RGB,12.0,train
Nagori Cow/2.jpg,Nagori Cow,256,256,RGB,27.6,train
Rathi Cow/80.jpg,Rathi Cow,256,256,RGB,28.7,train
Hallikar Cow/135.jpg,Hallikar Cow,256,256,RGB,24.9,train
Rathi Cow/45.jpg,Rathi Cow,256,256,RGB,38.1,train
Sahiwal Cow/53.jpg,Sahiwal Cow,256,256,RGB,34.1,train
Kenkatha Cow/30.jpg,Kenkatha Cow,256,256,RGB,21.3,train
Nagori Cow/30.jpg,Nagori Cow,256,256,RGB,32.2,train
Hallikar Cow/102.jpg,Hallikar Cow,256,256,RGB,19.4,train
Malnad gidda Cow/77.jpg,Malnad gidda Cow,256,256,RGB,29.9,train
Pulikulam Cow/2.jpg,Pulikulam Cow,256,256,RGB,32.8,train
Nimari Cow/54.jpg,Nimari Cow,256,256,RGB,24.1,train
Kankrej Cow/17.jpg,Kankrej Cow,256,256,RGB,44.5,train
Kangayam Cow/30.jpg,Kangayam Cow,256,256,RGB,53.2,train
Bargur Cow/4.jpg,Bargur Cow,256,256,RGB,30.3,train
Deoni Cow/39.jpg,Deoni Cow,256,256,RGB,29.7,train
Nili ravi Buffalo/59.jpg,Nili ravi Buffalo,256,256,RGB,20.5,train
Jaffrabadi Buffalo/49.jpg,Jaffrabadi Buffalo,256,256,RGB,34.8,train
Malnad gidda Cow/84.jpg,Malnad gidda Cow,256,256,RGB,31.2,train
Tharparkar Cow/159.jpg,Tharparkar Cow,256,256,RGB,21.4,train
Jaffrabadi Buffalo/19.jpg,Jaffrabadi Buffalo,256,256,RGB,23.8,train
Jaffrabadi Buffalo/94.jpg,Jaffrabadi Buffalo,256,256,RGB,28.9,train
Alambadi Cow/19.jpg,Alambadi Cow,256,256,RGB,30.7,train
Amritmahal Cow/41.jpg,Amritmahal Cow,256,256,RGB,32.2,train
Rathi Cow/11.jpg,Rathi Cow,256,256,RGB,35.5,train
Nagori Cow/15.jpg,Nagori Cow,256,256,RGB,11.5,train
Banni Buffalo/5.jpg,Banni Buffalo,256,256,RGB,39.6,train
Umblachery Cow/62.jpg,Umblachery Cow,256,256,RGB,28.5,train
Mehsana Buffalo/2.jpg,Mehsana Buffalo,256,256,RGB,30.1,train
Nili ravi Buffalo/37.jpg,Nili ravi Buffalo,256,256,RGB,18.5,train
Pulikulam Cow/60.jpg,Pulikulam Cow,256,256,RGB,32.4,train
Banni Buffalo/9.jpg,Banni Buffalo,256,256,RGB,28.1,train
Tharparkar Cow/7.jpg,Tharparkar Cow,256,256,RGB,22.7,train
Malnad gidda Cow/16.jpg,Malnad gidda Cow,256,256,RGB,40.4,train
Sahiwal Cow/18.jpg,Sahiwal Cow,256,256,RGB,25.0,train
Kankrej Cow/145.jpg,Kankrej Cow,256,256,RGB,25.2,train
Nimari Cow/38.jpg,Nimari Cow,256,256,RGB,36.1,train
Pulikulam Cow/65.jpg,Pulikulam Cow,256,256,RGB,39.0,train
Nagpuri Buffalo/64.jpg,Nagpuri Buffalo,256,256,RGB,40.6,train
Amritmahal Cow/85.jpg,Amritmahal Cow,256,256,RGB,37.8,train
Gir Cow/140.jpg,Gir Cow,256,256,RGB,37.6,train
Gir Cow/135.jpg,Gir Cow,256,256,RGB,41.3,train
Kankrej Cow/98.jpg,Kankrej Cow,256,256,RGB,39.2,train
Nagpuri Buffalo/23.jpg,Nagpuri Buffalo,256,256,RGB,38.8,train
Tharparkar Cow/163.jpg,Tharparkar Cow,256,256,RGB,39.2,train
Jaffrabadi Buffalo/45.jpg,Jaffrabadi Buffalo,256,256,RGB,37.0,train
Hallikar Cow/44.jpg,Hallikar Cow,256,256,RGB,31.8,train
Alambadi Cow/75.jpg,Alambadi Cow,256,256,RGB,33.6,train
Gir Cow/20.jpg,Gir Cow,256,256,RGB,18.5,train
Tharparkar Cow/207.jpg,Tharparkar Cow,256,256,RGB,32.3,train
Amritmahal Cow/83.jpg,Amritmahal Cow,256,256,RGB,31.3,train
Alambadi Cow/24.jpg,Alambadi Cow,256,256,RGB,27.1,train
Nili ravi Buffalo/53.jpg,Nili ravi Buffalo,256,256,RGB,45.3,train
Gir Cow/118.jpg,Gir Cow,256,256,RGB,26.4,train
Kangayam Cow/37.jpg,Kangayam Cow,256,256,RGB,16.7,train
Hallikar Cow/179.jpg,Hallikar Cow,256,256,RGB,30.0,train
Gir Cow/77.jpg,Gir Cow,256,256,RGB,35.6,train
Jaffrabadi Buffalo/91.jpg,Jaffrabadi Buffalo,256,256,RGB,39.2,train
Deoni Cow/89.jpg,Deoni Cow,256,256,RGB,27.4,train
Alambadi Cow/49.jpg,Alambadi Cow,256,256,RGB,40.5,train
Kankrej Cow/100.jpg,Kankrej Cow,256,256,RGB,41.3,train
Dangi Cow/51.jpg,Dangi Cow,256,256,RGB,41.3,train
Deoni Cow/1.jpg,Deoni Cow,256,256,RGB,38.5,train
Hallikar Cow/43.jpg,Hallikar Cow,256,256,RGB,31.5,train
Gir Cow/125.jpg,Gir Cow,256,256,RGB,48.2,train
Rathi Cow/111.jpg,Rathi Cow,256,256,RGB,35.6,train
Sahiwal Cow/194.jpg,Sahiwal Cow,256,256,RGB,38.4,train
Deoni Cow/42.jpg,Deoni Cow,256,256,RGB,32.7,train
Kangayam Cow/62.jpg,Kangayam Cow,256,256,RGB,29.3,train
Sahiwal Cow/149.jpg,Sahiwal Cow,256,256,RGB,33.3,train
Dangi Cow/34.jpg,Dangi Cow,256,256,RGB,29.6,train
Amritmahal Cow/18.jpg,Amritmahal Cow,256,256,RGB,26.9,train
Nagpuri Buffalo/4.jpg,Nagpuri Buffalo,256,256,RGB,20.1,train
Sahiwal Cow/135.jpg,Sahiwal Cow,256,256,RGB,32.3,train
Hallikar Cow/99.jpg,Hallikar Cow,256,256,RGB,36.0,train
Kankrej Cow/165.jpg,Kankrej Cow,256,256,RGB,47.7,train
Sahiwal Cow/106.jpg,Sahiwal Cow,256,256,RGB,34.1,train
Nagori Cow/26.jpg,Nagori Cow,256,256,RGB,35.2,train
Jaffrabadi Buffalo/41.jpg,Jaffrabadi Buffalo,256,256,RGB,36.1,train
Rathi Cow/141.jpg,Rathi Cow,256,256,RGB,39.7,train
Sahiwal Cow/220.jpg,Sahiwal Cow,256,256,RGB,39.6,train
Amritmahal Cow/29.jpg,Amritmahal Cow,256,256,RGB,41.4,train
Sahiwal Cow/175.jpg,Sahiwal Cow,256,256,RGB,25.1,train
Dangi Cow/80.jpg,Dangi Cow,256,256,RGB,42.6,train
Alambadi Cow/48.jpg,Alambadi Cow,256,256,RGB,31.9,train
Alambadi Cow/56.jpg,Alambadi Cow,256,256,RGB,29.9,train
Nimari Cow/30.jpg,Nimari Cow,256,256,RGB,31.2,train
Shurti Buffalo/54.jpg,Shurti Buffalo,256,256,RGB,24.1,train
Tharparkar Cow/157.jpg,Tharparkar Cow,256,256,RGB,28.9,train
Malnad gidda Cow/51.jpg,Malnad gidda Cow,256,256,RGB,36.2,train
Kankrej Cow/123.jpg,Kankrej Cow,256,256,RGB,44.3,train
Sahiwal Cow/67.jpg,Sahiwal Cow,256,256,RGB,19.5,train
Nagpuri Buffalo/16.jpg,Nagpuri Buffalo,256,256,RGB,23.7,train
Kankrej Cow/161.jpg,Kankrej Cow,256,256,RGB,16.5,train
Alambadi Cow/27.jpg,Alambadi Cow,256,256,RGB,42.5,train
Pulikulam Cow/99.jpg,Pulikulam Cow,256,256,RGB,36.2,train
Hallikar Cow/118.jpg,Hallikar Cow,256,256,RGB,29.8,train
Jaffrabadi Buffalo/21.jpg,Jaffrabadi Buffalo,256,256,RGB,30.7,train
Tharparkar Cow/118.jpg,Tharparkar Cow,256,256,RGB,30.9,train
Sahiwal Cow/233.jpg,Sahiwal Cow,256,256,RGB,39.2,train
Nagpuri Buffalo/216.jpg,Nagpuri Buffalo,256,256,RGB,26.6,train
Dangi Cow/44.jpg,Dangi Cow,256,256,RGB,32.5,train
Nimari Cow/35.jpg,Nimari Cow,256,256,RGB,26.5,train
Jaffrabadi Buffalo/29.jpg,Jaffrabadi Buffalo,256,256,RGB,25.0,train
Deoni Cow/52.jpg,Deoni Cow,256,256,RGB,31.0,train
Sahiwal Cow/138.jpg,Sahiwal Cow,256,256,RGB,17.7,train
Amritmahal Cow/38.jpg,Amritmahal Cow,256,256,RGB,27.0,train
Kenkatha Cow/37.jpg,Kenkatha Cow,256,256,RGB,25.4,train
Jaffrabadi Buffalo/80.jpg,Jaffrabadi Buffalo,256,256,RGB,24.2,train
Sahiwal Cow/240.jpg,Sahiwal Cow,256,256,RGB,44.9,train
Tharparkar Cow/99.jpg,Tharparkar Cow,256,256,RGB,23.7,train
Nagpuri Buffalo/211.jpg,Nagpuri Buffalo,256,256,RGB,33.2,train
Sahiwal Cow/148.jpg,Sahiwal Cow,256,256,RGB,28.9,train
Kankrej Cow/52.jpg,Kankrej Cow,256,256,RGB,39.2,train
Tharparkar Cow/57.jpg,Tharparkar Cow,256,256,RGB,22.9,train
Rathi Cow/35.jpg,Rathi Cow,256,256,RGB,37.6,train
Alambadi Cow/50.jpg,Alambadi Cow,256,256,RGB,33.7,train
Tharparkar Cow/68.jpg,Tharparkar Cow,256,256,RGB,30.0,train
Kasaragod Cow/62.jpg,Kasaragod Cow,256,256,RGB,50.0,train
Sahiwal Cow/74.jpg,Sahiwal Cow,256,256,RGB,21.1,train
Tharparkar Cow/24.jpg,Tharparkar Cow,256,256,RGB,33.1,train
Nimari Cow/16.jpg,Nimari Cow,256,256,RGB,38.0,train
Gir Cow/211.jpg,Gir Cow,256,256,RGB,28.0,train
Sahiwal Cow/116.jpg,Sahiwal Cow,256,256,RGB,26.6,train
Kankrej Cow/172.jpg,Kankrej Cow,256,256,RGB,43.2,train
Malnad gidda Cow/82.jpg,Malnad gidda Cow,256,256,RGB,33.9,train
Pulikulam Cow/76.jpg,Pulikulam Cow,256,256,RGB,43.8,train
Nagpuri Buffalo/157.jpg,Nagpuri Buffalo,256,256,RGB,26.6,train
Kankrej Cow/77.jpg,Kankrej Cow,256,256,RGB,33.4,train
Pulikulam Cow/31.jpg,Pulikulam Cow,256,256,RGB,47.1,train
Mehsana Buffalo/10.jpg,Mehsana Buffalo,256,256,RGB,30.0,train
Sahiwal Cow/214.jpg,Sahiwal Cow,256,256,RGB,29.2,train
Tharparkar Cow/126.jpg,Tharparkar Cow,256,256,RGB,26.8,train
Kasaragod Cow/12.jpg,Kasaragod Cow,256,256,RGB,32.4,train
Nagpuri Buffalo/143.jpg,Nagpuri Buffalo,256,256,RGB,30.1,train
Kangayam Cow/6.jpg,Kangayam Cow,256,256,RGB,44.6,train
Pulikulam Cow/59.jpg,Pulikulam Cow,256,256,RGB,43.3,train
Nagpuri Buffalo/165.jpg,Nagpuri Buffalo,256,256,RGB,29.9,train
Banni Buffalo/12.jpg,Banni Buffalo,256,256,RGB,27.2,train
Pulikulam Cow/110.jpg,Pulikulam Cow,256,256,RGB,29.3,train
Nagpuri Buffalo/2.jpg,Nagpuri Buffalo,256,256,RGB,19.3,train
Tharparkar Cow/59.jpg,Tharparkar Cow,256,256,RGB,25.6,train
Alambadi Cow/91.jpg,Alambadi Cow,256,256,RGB,30.7,train
Kherigarh Cow/26.jpg,Kherigarh Cow,256,256,RGB,25.8,train
Amritmahal Cow/31.jpg,Amritmahal Cow,256,256,RGB,30.4,train
Sahiwal Cow/15.jpg,Sahiwal Cow,256,256,RGB,25.2,train
Gir Cow/41.jpg,Gir Cow,256,256,RGB,44.1,train
Amritmahal Cow/94.jpg,Amritmahal Cow,256,256,RGB,35.1,train
Nili ravi Buffalo/79.jpg,Nili ravi Buffalo,256,256,RGB,25.5,train
Nili ravi Buffalo/78.jpg,Nili ravi Buffalo,256,256,RGB,29.3,train
Tharparkar Cow/180.jpg,Tharparkar Cow,256,256,RGB,33.1,train
Tharparkar Cow/74.jpg,Tharparkar Cow,256,256,RGB,30.3,train
Umblachery Cow/68.jpg,Umblachery Cow,256,256,RGB,39.1,train
Nagpuri Buffalo/36.jpg,Nagpuri Buffalo,256,256,RGB,23.4,train
Umblachery Cow/66.jpg,Umblachery Cow,256,256,RGB,35.0,train
Kangayam Cow/63.jpg,Kangayam Cow,256,256,RGB,41.3,train
Malnad gidda Cow/66.jpg,Malnad gidda Cow,256,256,RGB,24.0,train
Tharparkar Cow/114.jpg,Tharparkar Cow,256,256,RGB,34.9,train
Hallikar Cow/13.jpg,Hallikar Cow,256,256,RGB,39.3,train
Umblachery Cow/30.jpg,Umblachery Cow,256,256,RGB,34.3,train
Pulikulam Cow/74.jpg,Pulikulam Cow,256,256,RGB,47.1,train
Pulikulam Cow/15.jpg,Pulikulam Cow,256,256,RGB,44.7,train
Kangayam Cow/116.jpg,Kangayam Cow,256,256,RGB,36.0,train
Kangayam Cow/61.jpg,Kangayam Cow,256,256,RGB,28.5,train
Tharparkar Cow/132.jpg,Tharparkar Cow,256,256,RGB,31.8,train
Nili ravi Buffalo/36.jpg,Nili ravi Buffalo,256,256,RGB,38.0,train
Nili ravi Buffalo/14.jpg,Nili ravi Buffalo,256,256,RGB,28.6,train
Deoni Cow/41.jpg,Deoni Cow,256,256,RGB,35.0,train
Gir Cow/238.jpg,Gir Cow,256,256,RGB,49.5,train
Banni Buffalo/18.jpg,Banni Buffalo,256,256,RGB,31.6,train
Tharparkar Cow/196.jpg,Tharparkar Cow,256,256,RGB,28.3,train
Sahiwal Cow/50.jpg,Sahiwal Cow,256,256,RGB,26.4,train
Kasaragod Cow/40.jpg,Kasaragod Cow,256,256,RGB,38.2,train
Kangayam Cow/68.jpg,Kangayam Cow,256,256,RGB,38.3,train
Nagpuri Buffalo/213.jpg,Nagpuri Buffalo,256,256,RGB,40.9,train
Banni Buffalo/30.jpg,Banni Buffalo,256,256,RGB,31.4,train
Malnad gidda Cow/98.jpg,Malnad gidda Cow,256,256,RGB,41.7,train
Deoni Cow/7.jpg,Deoni Cow,256,256,RGB,36.3,train
Pulikulam Cow/7.jpg,Pulikulam Cow,256,256,RGB,16.6,train
Alambadi Cow/66.jpg,Alambadi Cow,256,256,RGB,32.5,train
Nili ravi Buffalo/11.jpg,Nili ravi Buffalo,256,256,RGB,14.5,train
Rathi Cow/137.jpg,Rathi Cow,256,256,RGB,30.1,train
Kasaragod Cow/13.jpg,Kasaragod Cow,256,256,RGB,43.7,train
Rathi Cow/143.jpg,Rathi Cow,256,256,RGB,37.5,train
Kasaragod Cow/15.jpg,Kasaragod Cow,256,256,RGB,41.8,train
Sahiwal Cow/209.jpg,Sahiwal Cow,256,256,RGB,21.8,train
Banni Buffalo/19.jpg,Banni Buffalo,256,256,RGB,31.4,train
Alambadi Cow/17.jpg,Alambadi Cow,256,256,RGB,32.8,train
Kankrej Cow/136.jpg,Kankrej Cow,256,256,RGB,33.0,train
Bargur Cow/53.jpg,Bargur Cow,256,256,RGB,26.1,train
Nagpuri Buffalo/145.jpg,Nagpuri Buffalo,256,256,RGB,30.9,train
Malnad gidda Cow/69.jpg,Malnad gidda Cow,256,256,RGB,43.7,train
Sahiwal Cow/76.jpg,Sahiwal Cow,256,256,RGB,26.1,train
Tharparkar Cow/83.jpg,Tharparkar Cow,256,256,RGB,25.9,train
Mehsana Buffalo/19.jpg,Mehsana Buffalo,256,256,RGB,28.4,train
Gir Cow/47.jpg,Gir Cow,256,256,RGB,44.3,train
Hallikar Cow/108.jpg,Hallikar Cow,256,256,RGB,41.8,train
Kangayam Cow/105.jpg,Kangayam Cow,256,256,RGB,41.7,train
Jaffrabadi Buffalo/10.jpg,Jaffrabadi Buffalo,256,256,RGB,29.7,train
Shurti Buffalo/30.jpg,Shurti Buffalo,256,256,RGB,29.5,train
Gir Cow/9.jpg,Gir Cow,256,256,RGB,44.8,train
Kenkatha Cow/48.jpg,Kenkatha Cow,256,256,RGB,38.4,train
Sahiwal Cow/107.jpg,Sahiwal Cow,256,256,RGB,36.4,train
Rathi Cow/139.jpg,Rathi Cow,256,256,RGB,42.6,train
Malnad gidda Cow/33.jpg,Malnad gidda Cow,256,256,RGB,37.9,train
Nili ravi Buffalo/46.jpg,Nili ravi Buffalo,256,256,RGB,14.4,train
Nagpuri Buffalo/88.jpg,Nagpuri Buffalo,256,256,RGB,37.8,train
Hallikar Cow/24.jpg,Hallikar Cow,256,256,RGB,31.9,train
Sahiwal Cow/179.jpg,Sahiwal Cow,256,256,RGB,35.1,train
Rathi Cow/56.jpg,Rathi Cow,256,256,RGB,23.6,train
Jaffrabadi Buffalo/24.jpg,Jaffrabadi Buffalo,256,256,RGB,21.5,train
Tharparkar Cow/27.jpg,Tharparkar Cow,256,256,RGB,16.3,train
Tharparkar Cow/75.jpg,Tharparkar Cow,256,256,RGB,27.5,train
Jaffrabadi Buffalo/97.jpg,Jaffrabadi Buffalo,256,256,RGB,24.8,train
Pulikulam Cow/124.jpg,Pulikulam Cow,256,256,RGB,43.6,train
Sahiwal Cow/93.jpg,Sahiwal Cow,256,256,RGB,41.0,train
Gir Cow/100.jpg,Gir Cow,256,256,RGB,37.4,train
Kherigarh Cow/1.jpg,Kherigarh Cow,256,256,RGB,25.0,train
Sahiwal Cow/39.jpg,Sahiwal Cow,256,256,RGB,30.0,train
Tharparkar Cow/116.jpg,Tharparkar Cow,256,256,RGB,36.3,train
